dag_id,task_id,task_type,dag_submit_ms,task_ready_ms,scheduled_ms,start_ms,finish_ms,tier,datacenter_id,vm_id,duration_ms,length_mi,proj_edge_sec,proj_cloud_sec,input_bytes,output_bytes,gpu_mem_mb,gpu_util,queue_wait_ms,net_propagation_ms,net_tx_ms,net_total_ms
dag_4a60928106124c4d,vae_encode_db7befde,vae_encode,3134615,3134615.00,375498972.89,375499042.88,375499585.45,2,1000,16,468.47,187388,187.388,0.468,1036016272,103601627,1976.04,0.75,70.00,-1,-1,0.00
dag_501b621b2a6d49ae,vae_encode_b18d141f,vae_encode,3136601,3136601.00,375499585.45,375499586.87,375629092.49,1,9,6,323.76,129504,129.504,0.324,898974297,89897429,1714.66,0.63,1.43,-1,-1,0.00
dag_38fd9d46ebc749b7,vae_encode_7dfeb450,vae_encode,3138493,3138493.00,375629092.49,375629093.91,375831236.53,1,6,0,505.34,202137,202.137,0.505,1136764127,113676412,2168.21,0.95,1.42,-1,-1,0.00
dag_17505fa9b60d457e,base_model_load_2d7b14d7,base_model_load,3143318,3143318.00,375831236.53,375831237.95,385028860.56,1,11,10,22994.04,9197617,9197.617,22.994,6307893211,630789321,12031.35,0.79,1.42,-1,-1,0.00
dag_2228a59a8acc46ba,vae_encode_65b9ae1a,vae_encode,3146795,3146795.00,385028860.56,385028930.70,385029495.14,2,1000,16,490.16,196065,196.065,0.490,748230030,74823003,1427.14,0.52,70.14,-1,-1,0.00
dag_2650b94ba63f4df0,vae_encode_2b35c0e7,vae_encode,3151182,3151182.00,385029495.14,385029565.28,385030140.16,2,1000,16,500.61,200243,200.243,0.501,952806048,95280604,1817.33,0.73,70.14,-1,-1,0.00
dag_158633c9f4b04af6,vae_encode_b6865ed9,vae_encode,3155635,3155635.00,385030140.16,385030141.58,385228966.20,1,7,2,497.05,198819,198.819,0.497,1139807135,113980713,2174.01,0.62,1.42,-1,-1,0.00
dag_5b4471dfb30b40b3,lora_load_7edfcc6b,lora_load,3168975,3168975.00,385228966.20,385228967.62,386451332.24,1,10,8,3055.90,1222359,1222.359,3.056,1423611706,142361170,2715.32,0.82,1.42,-1,-1,0.00
dag_4036456d4e534f88,lora_load_30cb8f0b,lora_load,3169179,3169179.00,386451332.24,386451333.66,387569422.27,1,7,2,2795.21,1118083,1118.083,2.795,809932019,80993201,1544.82,0.81,1.42,-1,-1,0.00
dag_be4408739af64693,vae_encode_b58be247,vae_encode,3171879,3171879.00,387569422.27,387569492.41,387569900.25,2,1000,16,333.57,133426,133.426,0.334,747296748,74729674,1425.36,0.85,70.14,-1,-1,0.00
dag_efd4819a12b042d9,vae_encode_86fc7481,vae_encode,3172780,3172780.00,387569900.25,387569901.67,387797008.29,1,13,14,567.75,227101,227.101,0.568,856337269,85633726,1633.33,0.45,1.42,-1,-1,0.00
dag_9c1ad188e0674b02,lora_load_1e493493,lora_load,3190031,3190031.00,387797008.29,387797009.71,388935246.33,1,13,14,2845.59,1138235,1138.235,2.846,1175732099,117573209,2242.53,0.91,1.42,-1,-1,0.00
dag_a356801d89c44427,vae_encode_b8d14a72,vae_encode,3192333,3192333.00,388935246.33,388935316.46,388935838.23,2,1000,16,447.49,178994,178.994,0.447,622799642,62279964,1187.90,0.54,70.14,-1,-1,0.00
dag_1c488d6d5a654d16,lora_load_2f451962,lora_load,3222159,3222159.00,388935838.23,388935839.65,391077631.26,1,12,12,5354.47,2141786,2141.786,5.354,1005778055,100577805,1918.37,0.76,1.42,-1,-1,0.00
dag_3ddbab03af794817,vae_encode_2c2a4024,vae_encode,3224993,3224993.00,391077631.26,391077632.69,391277124.31,1,11,10,498.72,199486,199.486,0.499,869321593,86932159,1658.10,0.95,1.43,-1,-1,0.00
dag_b3f8ddc8564849c9,base_model_load_44c4873d,base_model_load,3225623,3225623.00,391277124.31,391277194.37,391289609.76,2,1000,16,12341.20,4936481,4936.481,12.341,3707371420,370737142,7071.25,0.69,70.07,-1,-1,0.00
dag_9c328d30411a40a9,vae_encode_1f126fc1,vae_encode,3237937,3237937.00,391289609.76,391289611.18,391528317.79,1,8,4,596.76,238705,238.705,0.597,1162403836,116240383,2217.11,0.62,1.42,-1,-1,0.00
dag_444f3e2d008a4d59,lora_load_10866c44,lora_load,3238767,3238767.00,391528317.79,391528388.07,391535509.68,2,1000,16,7047.15,2818861,2818.861,7.047,1426050443,142605044,2719.98,0.85,70.28,-1,-1,0.00
dag_c09fabd395f3451f,lora_load_4497f4a8,lora_load,3248574,3248574.00,391535509.68,391535511.10,393150240.72,1,10,8,4036.81,1614724,1614.724,4.037,1234796077,123479607,2355.19,0.47,1.42,-1,-1,0.00
dag_b127d809e0a844ab,vae_encode_1af60675,vae_encode,3249835,3249835.00,393150240.72,393150242.14,393393256.76,1,12,12,607.52,243009,243.009,0.608,766896051,76689605,1462.74,0.94,1.42,-1,-1,0.00
dag_62ac94bfa1884f4c,lora_load_81cac94d,lora_load,3265659,3265659.00,393393256.76,393393326.82,393398907.03,2,1000,16,5506.03,2202411,2202.411,5.506,1034067274,103406727,1972.33,0.87,70.07,-1,-1,0.00
dag_a5e40850de144582,lora_load_6e34b62c,lora_load,3272227,3272227.00,393398907.03,393398908.46,394565460.07,1,6,0,2916.37,1166546,1166.546,2.916,1209687022,120968702,2307.29,0.45,1.42,-1,-1,0.00
dag_4f48f97b80bf4530,lora_load_9d44f9eb,lora_load,3284278,3284278.00,394565460.07,394565461.49,396251339.11,1,13,14,4214.68,1685872,1685.872,4.215,746455408,74645540,1423.75,0.47,1.42,-1,-1,0.00
dag_4c649987e6b9491f,vae_encode_26070aef,vae_encode,3284956,3284956.00,396251339.11,396251340.53,396420371.15,1,13,14,422.56,169025,169.025,0.423,1039196257,103919625,1982.11,0.61,1.43,-1,-1,0.00
dag_946023c309984335,lora_load_ca15ae7e,lora_load,3299341,3299341.00,396420371.15,396420372.58,398865481.19,1,13,14,6112.76,2445103,2445.103,6.113,518444488,51844448,988.85,0.59,1.42,-1,-1,0.00
dag_20cffd3707294df3,vae_encode_61aa3704,vae_encode,3300023,3300023.00,398865481.19,398865482.62,399041399.23,1,9,6,439.78,175911,175.911,0.440,1604790617,160479061,3060.90,0.88,1.42,-1,-1,0.00
dag_f5523b6067164f06,vae_encode_2cbfd452,vae_encode,3305779,3305779.00,399041399.23,399041400.66,399296401.27,1,9,6,637.49,254995,254.995,0.637,769194673,76919467,1467.12,0.58,1.42,-1,-1,0.00
dag_ba1a4d58e6004bef,vae_encode_30594077,vae_encode,3308546,3308546.00,399296401.27,399296402.70,399463973.32,1,8,4,418.91,167565,167.565,0.419,1140087821,114008782,2174.54,0.74,1.42,-1,-1,0.00
dag_4c4ae6c35d614c8d,lora_load_b395fccc,lora_load,3321169,3321169.00,399463973.32,399463974.74,399716380.36,1,10,8,631.00,252400,252.400,0.631,1278250435,127825043,2438.07,0.49,1.42,-1,-1,0.00
dag_36f4f2f1dd444c9c,vae_encode_d3c4f45c,vae_encode,3325961,3325961.00,399716380.36,399716381.78,399870369.39,1,7,2,384.96,153982,153.982,0.385,641886093,64188609,1224.30,0.59,1.42,-1,-1,0.00
dag_7254e7a1752c4e5b,vae_encode_8c38f87b,vae_encode,3335526,3335526.00,399870369.39,399870370.81,400053205.43,1,12,12,457.07,182829,182.829,0.457,1305385381,130538538,2489.83,0.61,1.42,-1,-1,0.00
dag_1be3880d423f4575,vae_encode_2948fc7e,vae_encode,3337425,3337425.00,400053205.43,400053206.85,400243142.47,1,6,0,474.83,189930,189.930,0.475,928194327,92819432,1770.39,0.49,1.42,-1,-1,0.00
dag_b1f2210c2d9a4553,vae_encode_c0697408,vae_encode,3339010,3339010.00,400243142.47,400243143.89,400412939.50,1,10,8,424.48,169790,169.790,0.424,1237493175,123749317,2360.33,0.70,1.42,-1,-1,0.00
dag_05b17860408e4137,vae_encode_c5bc6882,vae_encode,3344225,3344225.00,400412939.50,400412940.92,400653189.54,1,6,0,600.61,240243,240.243,0.601,1459526111,145952611,2783.83,0.76,1.42,-1,-1,0.00
dag_182d14892a684351,vae_encode_34cf70d0,vae_encode,3344350,3344350.00,400653189.54,400653190.96,400887591.58,1,6,0,585.99,234395,234.395,0.586,974961703,97496170,1859.59,0.54,1.42,-1,-1,0.00
dag_59dd8cb8ab444eff,lora_load_eabd956f,lora_load,3351110,3351110.00,400887591.58,400887593.00,403062547.62,1,10,8,5437.37,2174949,2174.949,5.437,645234721,64523472,1230.69,0.50,1.43,-1,-1,0.00
dag_6a764f8140bd47c5,vae_encode_5ffe4c4b,vae_encode,3353708,3353708.00,403062547.62,403062549.05,403356428.67,1,11,10,734.69,293874,293.874,0.735,751077322,75107732,1432.57,0.91,1.43,-1,-1,0.00
dag_49f621ea4f974b90,lora_load_a878a770,lora_load,3357129,3357129.00,403356428.67,403356430.09,405293537.71,1,9,6,4842.77,1937106,1937.106,4.843,1010296168,101029616,1926.99,0.87,1.43,-1,-1,0.00
dag_1cfabfa2e7b044db,vae_encode_d0ed91ab,vae_encode,3359547,3359547.00,405293537.71,405293539.13,405494091.75,1,11,10,501.37,200547,200.547,0.501,1000485998,100048599,1908.28,0.88,1.43,-1,-1,0.00
dag_b9e7bdbfcbe24ca4,vae_encode_a804923a,vae_encode,3360259,3360259.00,405494091.75,405494093.18,405701021.80,1,8,4,517.31,206923,206.923,0.517,988311537,98831153,1885.05,0.54,1.43,-1,-1,0.00
dag_c943774f76e1467e,vae_encode_7cbf800c,vae_encode,3362627,3362627.00,405701021.80,405701023.22,405857482.84,1,9,6,391.14,156454,156.454,0.391,883052659,88305265,1684.29,0.80,1.43,-1,-1,0.00
dag_1d70cac470ea4320,vae_encode_9fbc8cb4,vae_encode,3367586,3367586.00,405857482.84,405857553.05,405858191.78,2,1000,16,564.36,225742,225.742,0.564,1416943028,141694302,2702.60,0.45,70.21,-1,-1,0.00
dag_8c36260cf6774f70,vae_encode_3f025f06,vae_encode,3381710,3381710.00,405858191.78,405858193.20,406054295.82,1,8,4,490.24,196097,196.097,0.490,821694627,82169462,1567.26,0.80,1.42,-1,-1,0.00
dag_c31d5e8d56b54477,lora_load_ea090b80,lora_load,3392553,3392553.00,406054295.82,406054297.23,406487978.84,1,9,6,1084.19,433676,433.676,1.084,1168624879,116862487,2228.98,0.61,1.42,-1,-1,0.00
dag_b726441195734366,vae_encode_4174f107,vae_encode,3395914,3395914.00,406487978.84,406487980.27,406640463.88,1,8,4,381.20,152478,152.478,0.381,1060676310,106067631,2023.08,0.43,1.42,-1,-1,0.00
dag_49ef29d375b441b4,vae_encode_d84246d3,vae_encode,3398848,3398848.00,406640463.88,406640465.30,406851883.92,1,7,2,528.54,211417,211.417,0.529,1033337651,103333765,1970.94,0.66,1.42,-1,-1,0.00
dag_721e74a30f374b00,vae_encode_bb767f7a,vae_encode,3408804,3408804.00,406851883.92,406851885.34,407013872.95,1,7,2,404.96,161982,161.982,0.405,1272777690,127277769,2427.63,0.84,1.42,-1,-1,0.00
dag_d45ad95bbb6b4a43,vae_encode_769753b6,vae_encode,311986,3426101.08,407013872.95,407013874.38,407120837.00,1,6,0,267.39,106957,106.957,0.267,1070068012,107006801,2040.99,0.48,1.43,-1,-1,0.00
dag_a1984c2cf7c84a3b,vae_encode_693d7532,vae_encode,3430519,3430519.00,407120837.00,407120838.42,407290029.04,1,8,4,422.96,169185,169.185,0.423,1052435840,105243584,2007.36,0.73,1.42,-1,-1,0.00
dag_05ca53423f594a99,lora_load_d51617e8,lora_load,3435664,3435664.00,407290029.04,407290030.46,409219647.07,1,9,6,4824.03,1929611,1929.611,4.824,841838798,84183879,1605.68,0.80,1.42,-1,-1,0.00
dag_6461da29325946f7,lora_load_dc28c08a,lora_load,3443501,3443501.00,409219647.07,409219648.49,411327060.10,1,13,14,5268.52,2107406,2107.406,5.269,625770503,62577050,1193.56,0.49,1.42,-1,-1,0.00
dag_64042357d5454fd6,lora_load_2c48285c,lora_load,3451410,3451410.00,411327060.10,411327061.52,413188782.14,1,10,8,4654.29,1861715,1861.715,4.654,1373068744,137306874,2618.92,0.77,1.42,-1,-1,0.00
dag_5bdce19e05ce466a,vae_encode_f4edf1f7,vae_encode,3462315,3462315.00,413188782.14,413188783.57,413431071.19,1,6,0,605.71,242282,242.282,0.606,1158947799,115894779,2210.52,0.90,1.43,-1,-1,0.00
dag_d2cbf97089e34f54,vae_encode_b5fcc61c,vae_encode,3475898,3475898.00,413431071.19,413431072.61,413583362.22,1,7,2,380.71,152284,152.284,0.381,1040889552,104088955,1985.34,0.40,1.42,-1,-1,0.00
dag_4d19be787b2d4529,vae_encode_84df1cdf,vae_encode,3491389,3491389.00,413583362.22,413583363.65,413814649.26,1,13,14,578.20,231280,231.280,0.578,600506444,60050644,1145.38,0.45,1.42,-1,-1,0.00
dag_5cde32e04d0149d6,lora_load_925a03ae,lora_load,3494557,3494557.00,413814649.26,413814650.68,414870709.30,1,8,4,2640.13,1056053,1056.053,2.640,1443673908,144367390,2753.59,0.75,1.42,-1,-1,0.00
dag_21be0c9eba3541b9,base_model_load_8fdc5b24,base_model_load,3495498,3495498.00,414870709.30,414870710.72,425040379.33,1,12,12,25424.16,10169663,10169.663,25.424,4556479014,455647901,8690.79,0.65,1.42,-1,-1,0.00
dag_43f2c45ae0b64863,lora_load_4f5c64c5,lora_load,3497122,3497122.00,425040379.33,425040380.75,426846818.36,1,8,4,4516.08,1806432,1806.432,4.516,892952838,89295283,1703.17,0.86,1.42,-1,-1,0.00
dag_dfeb272bca634c38,vae_encode_ddfbeaa5,vae_encode,3500985,3500985.00,426846818.36,426846888.35,426847421.83,2,1000,16,459.39,183755,183.755,0.459,1052222500,105222250,2006.96,0.46,70.00,-1,-1,0.00
dag_e8ee21f215cb4739,vae_encode_caeee4f7,vae_encode,3501567,3501567.00,426847421.83,426847423.25,427050853.87,1,13,14,508.56,203425,203.425,0.509,706427288,70642728,1347.40,0.82,1.42,-1,-1,0.00
dag_1103b9b3edc94b76,vae_encode_91eb556d,vae_encode,3506641,3506641.00,427050853.87,427050855.29,427273828.92,1,6,0,557.42,222968,222.968,0.557,1056164258,105616425,2014.47,0.72,1.43,-1,-1,0.00
dag_ee544afabfcf43e7,vae_encode_bd85c82b,vae_encode,3506755,3506755.00,427273828.92,427273830.34,427404054.96,1,10,8,325.55,130219,130.219,0.326,1148139805,114813980,2189.90,0.50,1.42,-1,-1,0.00
dag_3fbbba0b0d044256,lora_load_7a2e9de1,lora_load,3508730,3508730.00,427404054.96,427404056.38,430548647.00,1,7,2,7861.46,3144585,3144.585,7.861,762497091,76249709,1454.35,0.87,1.43,-1,-1,0.00
dag_eef2afbcd32f4fac,vae_encode_a854ccff,vae_encode,3510865,3510865.00,430548647.00,430548648.42,430780360.04,1,13,14,579.27,231706,231.706,0.579,1415483722,141548372,2699.82,0.80,1.42,-1,-1,0.00
dag_76e0eab0201041b3,vae_encode_81e6f7f3,vae_encode,3518873,3518873.00,430780360.04,430780361.46,430974115.09,1,12,12,484.37,193748,193.748,0.484,1110971502,111097150,2119.01,0.65,1.43,-1,-1,0.00
dag_6a6bdf95b58a47d8,vae_encode_1d18adec,vae_encode,3533902,3533902.00,430974115.09,430974116.51,431172313.12,1,10,8,495.49,198195,198.195,0.495,1103435184,110343518,2104.64,0.92,1.42,-1,-1,0.00
dag_c0ba2553e5564588,vae_encode_a3e52272,vae_encode,3543612,3543612.00,431172313.12,431172314.54,431424030.16,1,10,8,629.28,251710,251.710,0.629,906101271,90610127,1728.25,0.89,1.42,-1,-1,0.00
dag_1b8255c857274564,vae_encode_06715493,vae_encode,3565276,3565276.00,431424030.16,431424031.57,431595263.18,1,12,12,428.07,171226,171.226,0.428,977092376,97709237,1863.66,0.57,1.42,-1,-1,0.00
dag_c141f7333a884fff,vae_encode_35ad926c,vae_encode,3565504,3565504.00,431595263.18,431595264.61,431836928.23,1,13,14,604.15,241658,241.658,0.604,908851716,90885171,1733.50,0.80,1.43,-1,-1,0.00
dag_2b14eb837e1f46c8,vae_encode_2c7b499e,vae_encode,3570167,3570167.00,431836928.23,431836929.66,432096356.27,1,13,14,648.55,259421,259.421,0.649,741112014,74111201,1413.56,0.69,1.42,-1,-1,0.00
dag_6141b3dd38394884,lora_load_ac6735aa,lora_load,3572178,3572178.00,432096356.27,432096357.69,433569075.31,1,9,6,3681.78,1472712,1472.712,3.682,1190670154,119067015,2271.02,0.79,1.42,-1,-1,0.00
dag_033d6f0d26f847ba,vae_encode_f9fd3f19,vae_encode,3575051,3575051.00,433569075.31,433569076.73,433796215.34,1,6,0,567.83,227133,227.133,0.568,1233529255,123352925,2352.77,0.78,1.42,-1,-1,0.00
dag_136b0e4a1f5a4b88,vae_encode_c597e620,vae_encode,3580508,3580508.00,433796215.34,433796216.77,434022765.39,1,7,2,566.36,226543,226.543,0.566,883829455,88382945,1685.77,0.71,1.43,-1,-1,0.00
dag_b42fb8fc43e34c64,vae_encode_e84c9d11,vae_encode,3581116,3581116.00,434022765.39,434022766.81,434185642.42,1,9,6,407.18,162870,162.870,0.407,1252790132,125279013,2389.51,0.45,1.42,-1,-1,0.00
dag_03621013096f4f3c,vae_encode_7f439dd4,vae_encode,3600835,3600835.00,434185642.42,434185643.84,434428354.45,1,13,14,606.76,242705,242.705,0.607,1203723994,120372399,2295.92,0.49,1.42,-1,-1,0.00
dag_4d9fc03124414ed7,base_model_load_d2bee8a0,base_model_load,3612342,3612342.00,434428354.45,434428355.87,445552746.48,1,11,10,27810.96,11124385,11124.385,27.811,3340203920,334020392,6370.93,0.73,1.42,-1,-1,0.00
dag_94f1822abc644275,vae_encode_d0520c4c,vae_encode,3617846,3617846.00,445552746.48,445552816.55,445553343.03,2,1000,16,452.30,180920,180.920,0.452,1305862364,130586236,2490.73,0.86,70.07,-1,-1,0.00
dag_939f2273d18a4c36,vae_encode_87c65945,vae_encode,3624157,3624157.00,445553343.03,445553344.46,445779796.08,1,6,0,566.12,226446,226.446,0.566,834218545,83421854,1591.15,0.58,1.43,-1,-1,0.00
dag_c4e115a430fa4905,unet_denoise_6f93f7e6,unet_denoise,315592,3625964.13,445779796.08,445779866.08,445780682.35,2,1000,16,742.18,296873,296.873,0.742,2082179896,208217989,3971.44,0.67,70.00,-1,-1,0.00
dag_6b908671e37d417b,vae_encode_b65c8730,vae_encode,3633800,3633800.00,445780682.35,445780683.77,446023768.39,1,8,4,607.70,243079,243.079,0.608,1296391416,129639141,2472.67,0.78,1.43,-1,-1,0.00
dag_038d3c0343cc4fd4,base_model_load_58db5e56,base_model_load,3636136,3636136.00,446023768.39,446023838.39,446030347.49,2,1000,16,6435.01,2574002,2574.002,6.435,5571777684,557177768,10627.32,0.75,70.00,-1,-1,0.00
dag_7bfec53b35f845ce,vae_encode_1063a4da,vae_encode,3650823,3650823.00,446030347.49,446030348.91,446227578.52,1,13,14,493.06,197224,197.224,0.493,976981580,97698158,1863.44,0.83,1.42,-1,-1,0.00
dag_e1eb88fb14b54723,vae_encode_75daf9fa,vae_encode,3671716,3671716.00,446227578.52,446227579.94,446361232.56,1,9,6,334.12,133647,133.647,0.334,868770592,86877059,1657.05,0.43,1.42,-1,-1,0.00
dag_4398461ca2b14c1e,vae_encode_830d2977,vae_encode,3673982,3673982.00,446361232.56,446361233.98,446504716.60,1,13,14,358.69,143477,143.477,0.359,1017365061,101736506,1940.47,0.64,1.43,-1,-1,0.00
dag_662ac80a362847de,lora_load_d17de089,lora_load,3679863,3679863.00,446504716.60,446504718.03,448273904.64,1,10,8,4422.95,1769181,1769.181,4.423,1232898139,123289813,2351.57,0.57,1.42,-1,-1,0.00
dag_784837f463ef4f32,base_model_load_221eeb8e,base_model_load,3681644,3681644.00,448273904.64,448273906.07,454949047.69,1,6,0,16687.84,6675136,6675.136,16.688,2915086373,291508637,5560.09,0.49,1.43,-1,-1,0.00
dag_538023b1046b41f9,vae_encode_a8000a69,vae_encode,3681796,3681796.00,454949047.69,454949049.11,455180572.72,1,10,8,578.80,231518,231.518,0.579,756043624,75604362,1442.04,0.51,1.42,-1,-1,0.00
dag_598420a303704dfa,vae_encode_d3a9577e,vae_encode,3688733,3688733.00,455180572.72,455180574.14,455372550.76,1,11,10,479.93,191971,191.971,0.480,820137717,82013771,1564.29,0.75,1.42,-1,-1,0.00
dag_ead9b9e20a61441a,vae_encode_011e1aac,vae_encode,3693946,3693946.00,455372550.76,455372552.18,455553800.80,1,8,4,453.11,181243,181.243,0.453,1207061664,120706166,2302.29,0.86,1.42,-1,-1,0.00
dag_d6afd85cd8964f5b,vae_encode_eeb976b8,vae_encode,3704439,3704439.00,455553800.80,455553802.22,455718554.83,1,11,10,411.87,164747,164.747,0.412,1037753506,103775350,1979.36,0.42,1.42,-1,-1,0.00
dag_868b9d05e2844242,vae_encode_8b0017cd,vae_encode,3720576,3720576.00,455718554.83,455718556.25,455876825.87,1,11,10,395.66,158264,158.264,0.396,1269972720,126997272,2422.28,0.79,1.42,-1,-1,0.00
dag_e0ce530648d540f3,vae_encode_88410763,vae_encode,3733144,3733144.00,455876825.87,455876895.93,455877540.07,2,1000,16,569.95,227980,227.980,0.570,1107754843,110775484,2112.87,0.65,70.07,-1,-1,0.00
dag_c8ceb14bbd624983,vae_encode_b81e9447,vae_encode,3740590,3740590.00,455877540.07,455877610.35,455878180.65,2,1000,16,495.84,198334,198.334,0.496,1190790520,119079052,2271.25,0.74,70.28,-1,-1,0.00
dag_963901ea712449c0,vae_encode_2202a9e0,vae_encode,3741072,3741072.00,455878180.65,455878182.07,456136736.70,1,8,4,646.37,258549,258.549,0.646,1180655231,118065523,2251.92,0.51,1.43,-1,-1,0.00
dag_42c8f1b8a01f4e70,vae_encode_2071e66a,vae_encode,3759195,3759195.00,456136736.70,456136738.12,456394307.73,1,12,12,643.92,257568,257.568,0.644,1244378670,124437867,2373.46,0.90,1.42,-1,-1,0.00
dag_9abded2e91ff449f,vae_encode_f9f19817,vae_encode,3765560,3765560.00,456394307.73,456394309.15,456531662.76,1,10,8,343.38,137352,137.352,0.343,845572579,84557257,1612.80,0.41,1.42,-1,-1,0.00
dag_d14985e0b06a403c,vae_encode_8430531e,vae_encode,3769822,3769822.00,456531662.76,456531664.18,456778382.80,1,8,4,616.78,246713,246.713,0.617,837961187,83796118,1598.28,0.77,1.42,-1,-1,0.00
dag_e4ff6d9de98d4839,lora_load_7ad0e809,lora_load,3775345,3775345.00,456778382.80,456778384.23,460075427.85,1,13,14,8242.60,3297038,3297.038,8.243,968831995,96883199,1847.90,0.42,1.43,-1,-1,0.00
dag_3c219e35f346467a,vae_encode_fdd12e02,vae_encode,3786663,3786663.00,460075427.85,460075429.27,460327071.88,1,7,2,629.09,251637,251.637,0.629,966480618,96648061,1843.42,0.42,1.42,-1,-1,0.00
dag_d6e4335017ef413f,vae_encode_f9b20241,vae_encode,3789036,3789036.00,460327071.88,460327073.30,460519808.91,1,8,4,481.83,192730,192.730,0.482,969577357,96957735,1849.32,0.43,1.42,-1,-1,0.00
dag_93a350f6b5024d1d,vae_encode_611d32a2,vae_encode,3789867,3789867.00,460519808.91,460519810.33,460712098.94,1,8,4,480.72,192287,192.287,0.481,1167538495,116753849,2226.90,0.56,1.42,-1,-1,0.00
dag_9e2268f7b7bc41a8,vae_encode_668f3492,vae_encode,3791535,3791535.00,460712098.94,460712169.22,460712826.37,2,1000,16,582.68,233072,233.072,0.583,783916538,78391653,1495.20,0.55,70.28,-1,-1,0.00
dag_f73fbc7c36e04459,base_model_load_2d59cc74,base_model_load,3797822,3797822.00,460712826.37,460712827.79,469156570.42,1,13,14,21109.34,8443737,8443.737,21.109,2647007589,264700758,5048.77,0.56,1.43,-1,-1,0.00
dag_d5ff5d35e5834837,vae_encode_fa3b8289,vae_encode,3802118,3802118.00,469156570.42,469156571.84,469337648.46,1,10,8,452.68,181071,181.071,0.453,919656708,91965670,1754.11,0.83,1.43,-1,-1,0.00
dag_2378c8aca0ef4b31,vae_encode_2d587352,vae_encode,3810911,3810911.00,469337648.46,469337649.89,469508975.50,1,8,4,428.30,171320,171.320,0.428,858092673,85809267,1636.68,0.55,1.42,-1,-1,0.00
dag_3d0dcf8db3684344,vae_encode_af8efe7f,vae_encode,3817104,3817104.00,469508975.50,469508976.92,469740124.54,1,11,10,577.86,231142,231.142,0.578,820561351,82056135,1565.10,0.40,1.42,-1,-1,0.00
dag_e333d88958154019,vae_encode_becd6b5b,vae_encode,3819832,3819832.00,469740124.54,469740125.96,469918679.59,1,6,0,446.37,178548,178.548,0.446,1197233356,119723335,2283.54,0.77,1.43,-1,-1,0.00
dag_731f79da787e407d,vae_encode_e7f66e77,vae_encode,3827813,3827813.00,469918679.59,469918681.01,470118005.63,1,9,6,498.31,199323,199.323,0.498,1122552034,112255203,2141.10,0.50,1.43,-1,-1,0.00
dag_878b19ee10064c8a,vae_encode_84b9fdbc,vae_encode,3835988,3835988.00,470118005.63,470118075.70,470118614.72,2,1000,16,464.84,185935,185.935,0.465,1043671927,104367192,1990.65,0.56,70.07,-1,-1,0.00
dag_2ffb0227a0f348de,vae_encode_c8ec6027,vae_encode,3855283,3855283.00,470118614.72,470118616.14,470381884.76,1,12,12,658.16,263263,263.263,0.658,1129920315,112992031,2155.15,0.68,1.42,-1,-1,0.00
dag_81eb4a07019c40bf,vae_encode_063dd0b8,vae_encode,3855980,3855980.00,470381884.76,470381886.18,470611424.80,1,6,0,573.83,229533,229.533,0.574,841488581,84148858,1605.01,0.89,1.43,-1,-1,0.00
dag_16e44c8ad052426f,vae_encode_d38ef8c3,vae_encode,3857872,3857872.00,470611424.80,470611426.23,470796099.85,1,7,2,461.67,184668,184.668,0.462,1062771499,106277149,2027.08,0.46,1.43,-1,-1,0.00
dag_3d74f62e6fe2427d,vae_encode_b22f793d,vae_encode,3860272,3860272.00,470796099.85,470796101.27,471058473.89,1,13,14,655.93,262371,262.371,0.656,1338180931,133818093,2552.38,0.69,1.42,-1,-1,0.00
dag_b18505359df14b9d,unet_denoise_e07d374f,unet_denoise,322134,3864475.17,471058473.89,471058475.32,471289869.94,1,10,8,578.47,231389,231.389,0.578,3828720763,382872076,7302.71,0.58,1.43,-1,-1,0.00
dag_9fcb2c0dd636422c,lora_load_09e8476f,lora_load,3867525,3867525.00,471289869.94,471289871.37,473016324.99,1,12,12,4316.12,1726448,1726.448,4.316,1034483035,103448303,1973.12,0.48,1.43,-1,-1,0.00
dag_c58e0917b2974112,vae_encode_789a982d,vae_encode,3874094,3874094.00,473016324.99,473016326.41,473261881.02,1,7,2,613.87,245549,245.549,0.614,1238109037,123810903,2361.51,0.77,1.42,-1,-1,0.00
dag_3ecceb84adf94a10,vae_encode_f9e48113,vae_encode,3874385,3874385.00,473261881.02,473261882.45,473410812.07,1,8,4,372.31,148924,148.924,0.372,891411288,89141128,1700.23,0.79,1.43,-1,-1,0.00
dag_b9568fd26d22434c,vae_encode_012e9b80,vae_encode,3879687,3879687.00,473410812.07,473410813.50,473704686.12,1,13,14,734.67,293867,293.867,0.735,1260831928,126083192,2404.85,0.91,1.43,-1,-1,0.00
dag_fa16d050fe1c4404,vae_encode_1f2f9691,vae_encode,3883870,3883870.00,473704686.12,473704687.55,473900634.17,1,7,2,489.85,195941,195.941,0.490,788232826,78823282,1503.43,0.51,1.43,-1,-1,0.00
dag_67bc4f786f43494b,vae_encode_52852448,vae_encode,3885499,3885499.00,473900634.17,473900635.59,474125123.21,1,10,8,561.21,224482,224.482,0.561,888909936,88890993,1695.46,0.49,1.42,-1,-1,0.00
dag_6a18451403c94f95,vae_encode_73bb15cb,vae_encode,3885646,3885646.00,474125123.21,474125124.63,474343792.24,1,8,4,546.66,218662,218.662,0.547,690279587,69027958,1316.60,0.75,1.42,-1,-1,0.00
