dag_id,task_id,task_type,dag_submit_ms,task_ready_ms,scheduled_ms,start_ms,finish_ms,tier,datacenter_id,vm_id,duration_ms,length_mi,proj_edge_sec,proj_cloud_sec,input_bytes,output_bytes,gpu_mem_mb,gpu_util,queue_wait_ms,net_propagation_ms,net_tx_ms,net_total_ms
dag_e474fcbc38a04467,vae_encode_677a55b9,vae_encode,3885743,3885743.00,474343792.24,474343793.67,474593410.29,1,9,6,624.03,249611,249.611,0.624,1579285301,157928530,3012.25,0.61,1.43,-1,-1,0.00
dag_0b870edd4f604b39,vae_encode_27b05e76,vae_encode,3897057,3897057.00,474593410.29,474593411.71,474708386.34,1,8,4,287.42,114969,114.969,0.287,698992282,69899228,1333.22,0.84,1.43,-1,-1,0.00
dag_e76c2c43ff2d498f,base_model_load_da286c4a,base_model_load,3909945,3909945.00,474708386.34,474708387.76,478617136.38,1,6,0,9771.86,3908743,3908.743,9.772,5146672111,514667211,9816.50,0.61,1.43,-1,-1,0.00
dag_4a34ae73c5264a7f,vae_encode_8911bd48,vae_encode,3916048,3916048.00,478617136.38,478617137.81,478800724.43,1,7,2,458.95,183581,183.581,0.459,1438350670,143835067,2743.44,0.69,1.43,-1,-1,0.00
dag_b30171a067b248b8,vae_encode_29a170e8,vae_encode,3918591,3918591.00,478800724.43,478800725.86,479057681.48,1,10,8,642.38,256950,256.950,0.642,1149023444,114902344,2191.59,0.41,1.43,-1,-1,0.00
dag_204df3cfbe354531,base_model_load_0442db3a,base_model_load,3919064,3919064.00,479057681.48,479057682.90,489187756.52,1,8,4,25325.17,10130068,10130.068,25.325,3361416968,336141696,6411.39,0.41,1.42,-1,-1,0.00
dag_9065a1aea77349b8,base_model_load_5c56a752,base_model_load,3919689,3919689.00,489187756.52,489187757.94,489552563.55,1,6,0,912.00,364800,364.800,0.912,4588797619,458879761,8752.44,0.54,1.42,-1,-1,0.00
dag_622378bee9eb428e,base_model_load_159a4775,base_model_load,3922352,3922352.00,489552563.55,489552564.98,501029288.59,1,8,4,28691.80,11476718,11476.718,28.692,3131893214,313189321,5973.61,0.48,1.42,-1,-1,0.00
dag_06835b3728f3495f,vae_encode_f3f884c9,vae_encode,3926065,3926065.00,501029288.59,501029290.01,501229860.62,1,7,2,501.41,200565,200.565,0.501,1254574227,125457422,2392.91,0.87,1.42,-1,-1,0.00
dag_cb81f6c5b3b6449b,vae_encode_a7dbe3c1,vae_encode,3928519,3928519.00,501229860.62,501229862.05,501426969.66,1,11,10,492.76,197102,197.102,0.493,1185358514,118535851,2260.89,0.64,1.42,-1,-1,0.00
dag_d65034cfd3884e52,vae_encode_c1fcb8dc,vae_encode,3933347,3933347.00,501426969.66,501427039.87,501427461.55,2,1000,16,347.31,138923,138.923,0.347,965288227,96528822,1841.14,0.43,70.21,-1,-1,0.00
dag_baa35e4571b647ae,lora_load_dc7af150,lora_load,3937015,3937015.00,501427461.55,501427462.97,502851197.58,1,7,2,3559.32,1423729,1423.729,3.559,1301147351,130114735,2481.74,0.49,1.42,-1,-1,0.00
dag_db22da7e09e44b97,vae_encode_8f48bf3a,vae_encode,3957691,3957691.00,502851197.58,502851199.01,503088328.63,1,10,8,592.81,237124,237.124,0.593,1612566551,161256655,3075.73,0.89,1.43,-1,-1,0.00
dag_b3de1cdb700840dd,vae_encode_bdaa2d9d,vae_encode,3965402,3965402.00,503088328.63,503088398.62,503089015.59,2,1000,16,542.88,217152,217.152,0.543,754467313,75446731,1439.03,0.79,70.00,-1,-1,0.00
dag_604a569a12644c28,vae_encode_2c46303b,vae_encode,3968971,3968971.00,503089015.59,503089017.02,503243494.63,1,11,10,386.19,154476,154.476,0.386,1010455263,101045526,1927.29,0.55,1.42,-1,-1,0.00
dag_0647d3fecb314377,vae_encode_11232008,vae_encode,3972814,3972814.00,503243494.63,503243496.06,503496362.67,1,13,14,632.15,252861,252.861,0.632,1143027360,114302736,2180.15,0.45,1.42,-1,-1,0.00
dag_ae74aa1704ae4e13,vae_encode_7ea6a93e,vae_encode,3979363,3979363.00,503496362.67,503496364.09,503660783.71,1,11,10,411.04,164414,164.414,0.411,897172003,89717200,1711.22,0.55,1.42,-1,-1,0.00
dag_a18283fe5bda4175,vae_encode_9e8f29b7,vae_encode,3984285,3984285.00,503660783.71,503660853.92,503661532.34,2,1000,16,604.05,241619,241.619,0.604,1172342751,117234275,2236.07,0.63,70.21,-1,-1,0.00
dag_b6c318d079b8447a,vae_encode_58a5bff5,vae_encode,4000743,4000743.00,505204133.76,505204135.18,505427634.80,1,7,2,558.74,223494,223.494,0.559,1012912098,101291209,1931.98,0.69,1.42,-1,-1,0.00
dag_62ae270905584833,vae_encode_cbd01eea,vae_encode,4001473,4001473.00,505427634.80,505427636.22,505638380.83,1,11,10,526.85,210739,210.739,0.527,723681619,72368161,1380.31,0.94,1.42,-1,-1,0.00
dag_2910904d0e68426c,lora_load_f8473137,lora_load,4006328,4006328.00,505638380.83,505638382.25,507915904.86,1,6,0,5693.80,2277521,2277.521,5.694,1019739815,101973981,1945.00,0.67,1.42,-1,-1,0.00
dag_869ee581f68d4899,base_model_load_b05cf6f4,base_model_load,4023200,4023200.00,507915904.86,507915906.29,518372472.91,1,11,10,26141.40,10456561,10456.561,26.141,4614866779,461486677,8802.16,0.48,1.42,-1,-1,0.00
dag_ccdb7a2b388c4e57,lora_load_92cd21d4,lora_load,4029911,4029911.00,518372472.91,518372474.33,519873989.94,1,7,2,3753.78,1501510,1501.510,3.754,1019715952,101971595,1944.95,0.85,1.42,-1,-1,0.00
dag_785092ab835a4b47,vae_encode_7e2361f5,vae_encode,4035738,4035738.00,519873989.94,519873991.37,520101017.98,1,6,0,567.55,227021,227.021,0.568,1594219283,159421928,3040.73,0.71,1.42,-1,-1,0.00
dag_f9e83f265c2f468c,lora_load_a1e5edf4,lora_load,4041682,4041682.00,520101017.98,520101019.40,522404747.01,1,12,12,5759.31,2303722,2303.722,5.759,660262705,66026270,1259.35,0.57,1.42,-1,-1,0.00
dag_e560febb65f04de2,vae_encode_5454ec35,vae_encode,4045910,4045910.00,522404747.01,522404748.43,522563935.05,1,6,0,397.96,159185,159.185,0.398,1088544806,108854480,2076.23,0.69,1.42,-1,-1,0.00
dag_de07da77645e462e,lora_load_1f30446d,lora_load,4054429,4054429.00,522563935.05,522563936.47,523818302.08,1,12,12,3135.90,1254360,1254.360,3.136,1541488245,154148824,2940.16,0.61,1.42,-1,-1,0.00
dag_61d4b491678a46cc,vae_encode_c83d6783,vae_encode,4062450,4062450.00,523818302.08,523818303.51,524064757.12,1,13,14,616.12,246448,246.448,0.616,1124987630,112498763,2145.74,0.46,1.42,-1,-1,0.00
dag_c815f27e85774b50,vae_encode_8a0c0275,vae_encode,4067547,4067547.00,524064757.12,524064758.55,524315992.17,1,12,12,628.07,251228,251.228,0.628,1212878986,121287898,2313.38,0.82,1.43,-1,-1,0.00
dag_0e52d27c0ac34457,vae_encode_c274cf4d,vae_encode,4076226,4076226.00,524315992.17,524315993.59,524611693.21,1,8,4,739.24,295694,295.694,0.739,1186439445,118643944,2262.95,0.81,1.43,-1,-1,0.00
dag_30741a8a3b91496c,base_model_load_6e1a2ced,base_model_load,4077887,4077887.00,524611693.21,524611694.63,526602957.25,1,11,10,4978.15,1991261,1991.261,4.978,3798994501,379899450,7246.01,0.50,1.42,-1,-1,0.00
dag_820449270a0a4b03,unet_denoise_467c78d4,unet_denoise,325907,4079454.22,526602957.25,526603027.31,526604190.42,2,1000,16,1088.93,435570,435.570,1.089,3546756434,354675643,6764.90,0.55,70.07,-1,-1,0.00
dag_3854ccb0dfa544b4,vae_encode_2119457f,vae_encode,4082694,4082694.00,526604190.42,526604191.84,526775275.46,1,8,4,427.70,171078,171.078,0.428,723334739,72333473,1379.65,0.93,1.42,-1,-1,0.00
dag_e4e742ce1e224953,lora_load_efe787ce,lora_load,4087156,4087156.00,526775275.46,526775276.88,528648302.49,1,10,8,4682.55,1873020,1873.020,4.683,1297654257,129765425,2475.08,0.83,1.42,-1,-1,0.00
dag_469d0e0cc54b45e6,vae_encode_f4e52cd4,vae_encode,4089812,4089812.00,528648302.49,528648303.91,528819310.53,1,12,12,427.50,171001,171.001,0.428,866425929,86642592,1652.58,0.60,1.43,-1,-1,0.00
dag_d842b747371c480c,lora_load_d7236ec1,lora_load,4104684,4104684.00,528819310.53,528819311.96,530998750.58,1,8,4,5448.58,2179433,2179.433,5.449,978139595,97813959,1865.65,0.95,1.43,-1,-1,0.00
dag_640b1b4987bf49f0,vae_encode_1f209302,vae_encode,4107197,4107197.00,530998750.58,530998820.79,530999456.07,2,1000,16,560.92,224366,224.366,0.561,1133903398,113390339,2162.75,0.52,70.21,-1,-1,0.00
dag_f6c45124d49348ad,vae_encode_cd162667,vae_encode,4116961,4116961.00,530999456.07,530999457.50,531269733.12,1,6,0,675.68,270270,270.270,0.676,1513359689,151335968,2886.50,0.41,1.43,-1,-1,0.00
dag_6162b19120094cb5,vae_encode_8ee89936,vae_encode,4127446,4127446.00,531269733.12,531269734.54,531473221.16,1,10,8,508.70,203481,203.481,0.509,1251983293,125198329,2387.97,0.59,1.43,-1,-1,0.00
dag_c04264c559bb420f,vae_encode_7418ffb8,vae_encode,4131532,4131532.00,531473221.16,531473222.58,531656417.20,1,9,6,457.97,183189,183.189,0.458,1288364390,128836439,2457.36,0.52,1.43,-1,-1,0.00
dag_87e7837504de48d7,vae_encode_a04749c7,vae_encode,4134443,4134443.00,531656417.20,531656418.62,531878070.23,1,11,10,554.12,221646,221.646,0.554,919848205,91984820,1754.47,0.69,1.42,-1,-1,0.00
dag_8ccbfa2d04784419,vae_encode_85c3fa8b,vae_encode,4156851,4156851.00,531878070.23,531878071.66,532038042.28,1,11,10,399.91,159965,159.965,0.400,760127369,76012736,1449.83,0.44,1.43,-1,-1,0.00
dag_7132756bcf3b45e7,vae_encode_7f959347,vae_encode,4156929,4156929.00,532038042.28,532038043.70,532264373.31,1,9,6,565.81,226324,226.324,0.566,841127024,84112702,1604.32,0.72,1.42,-1,-1,0.00
dag_4497e9c1b83b4098,vae_encode_042e6850,vae_encode,4165277,4165277.00,532264373.31,532264374.73,532494824.35,1,12,12,576.11,230444,230.444,0.576,1194429447,119442944,2278.19,0.74,1.42,-1,-1,0.00
dag_922a8a83015e4f3d,vae_encode_880afd0f,vae_encode,4170153,4170153.00,532494824.35,532494825.77,532729401.38,1,8,4,586.43,234570,234.570,0.586,940446324,94044632,1793.76,0.82,1.42,-1,-1,0.00
dag_434789d8219b46d2,lora_load_db780cf6,lora_load,4171939,4171939.00,532729401.38,532729402.80,535039183.41,1,12,12,5774.44,2309775,2309.775,5.774,1218947020,121894702,2324.96,0.50,1.42,-1,-1,0.00
dag_3cd2b5c887db4f71,vae_encode_545e315a,vae_encode,4183052,4183052.00,535039183.41,535039184.83,535217464.45,1,6,0,445.70,178278,178.278,0.446,1154987783,115498778,2202.96,0.79,1.42,-1,-1,0.00
dag_c36368205e354550,vae_encode_06e93920,vae_encode,4209811,4209811.00,535217464.45,535217534.66,535218129.12,2,1000,16,520.10,208039,208.039,0.520,1284482749,128448274,2449.96,0.59,70.21,-1,-1,0.00
dag_534a6e9a4af64ae6,vae_encode_695c2156,vae_encode,4228180,4228180.00,535218129.12,535218199.26,535218777.77,2,1000,16,504.23,201692,201.692,0.504,748673578,74867357,1427.98,0.68,70.14,-1,-1,0.00
dag_2a1892dbe1dc4094,vae_encode_879c7edd,vae_encode,4231295,4231295.00,535218777.77,535218779.19,535448543.81,1,10,8,574.41,229763,229.763,0.574,980319889,98031988,1869.81,0.68,1.42,-1,-1,0.00
dag_cd3d04bb0d0341f5,vae_encode_2f5feb84,vae_encode,4245540,4245540.00,535448543.81,535448545.23,535611429.85,1,13,14,407.21,162883,162.883,0.407,967014004,96701400,1844.43,0.51,1.43,-1,-1,0.00
dag_c3349eee58684d19,vae_encode_691ed8fd,vae_encode,4249404,4249404.00,535611429.85,535611499.99,535612113.53,2,1000,16,539.26,215703,215.703,0.539,1187763442,118776344,2265.48,0.89,70.14,-1,-1,0.00
dag_31d33d2553d84f2d,vae_encode_1073550c,vae_encode,4252295,4252295.00,535612113.53,535612114.95,535792932.57,1,13,14,452.03,180812,180.812,0.452,885190966,88519096,1688.37,0.75,1.43,-1,-1,0.00
dag_71369a2d1e67416c,unet_denoise_10aed196,unet_denoise,326395,4253441.26,535792932.57,535793002.71,535793845.66,2,1000,16,768.67,307468,307.468,0.769,3918704430,391870443,7474.34,0.87,70.14,-1,-1,0.00
dag_2dd3ee7658504f66,vae_encode_0e25ae82,vae_encode,4276931,4276931.00,535793845.66,535793847.08,535987092.70,1,10,8,483.11,193244,193.244,0.483,1127595306,112759530,2150.72,0.44,1.42,-1,-1,0.00
dag_63349a1f68f641f2,vae_encode_6500b2c0,vae_encode,4277843,4277843.00,535987092.70,535987094.12,536174857.73,1,7,2,469.41,187762,187.762,0.469,949049072,94904907,1810.17,0.71,1.42,-1,-1,0.00
dag_4dab7308692d4a8d,lora_load_75bafb8f,lora_load,4282526,4282526.00,536174857.73,536174859.15,538745103.77,1,9,6,6425.60,2570239,2570.239,6.426,1216007595,121600759,2319.35,0.74,1.43,-1,-1,0.00
dag_376f53b598bf4be8,vae_encode_26e66731,vae_encode,4293892,4293892.00,538745103.77,538745105.19,538960038.81,1,11,10,537.32,214928,214.928,0.537,576920125,57692012,1100.39,0.50,1.42,-1,-1,0.00
dag_d0ede78e0c414078,vae_encode_72dd80eb,vae_encode,4294999,4294999.00,538960038.81,538960040.23,539191590.85,1,7,2,578.86,231545,231.545,0.579,1158012758,115801275,2208.73,0.92,1.42,-1,-1,0.00
dag_53b6b49e39c0482f,vae_encode_6fd696d1,vae_encode,4308161,4308161.00,539191590.85,539191592.27,539369580.89,1,7,2,444.96,177983,177.983,0.445,1272936609,127293660,2427.93,0.82,1.43,-1,-1,0.00
dag_572f4898c09c4c74,lora_load_5ba400e3,lora_load,4308954,4308954.00,539369580.89,539369651.03,539373479.70,2,1000,16,3754.39,1501757,1501.757,3.754,880006068,88000606,1678.48,0.52,70.14,-1,-1,0.00
dag_bc15c6292a1b43c0,vae_encode_163bc9dc,vae_encode,4315792,4315792.00,539373479.70,539373481.13,539605084.74,1,12,12,579.00,231598,231.598,0.579,728082742,72808274,1388.71,0.66,1.43,-1,-1,0.00
dag_c2b99f222ab7490d,lora_load_cce955d0,lora_load,4316531,4316531.00,539605084.74,539605086.17,540789891.79,1,8,4,2962.00,1184800,1184.800,2.962,869594173,86959417,1658.62,0.84,1.43,-1,-1,0.00
dag_62f1ffe0c0174240,vae_encode_ffd55203,vae_encode,4317904,4317904.00,540789891.79,540789893.21,541071829.82,1,10,8,704.83,281931,281.931,0.705,877268500,87726850,1673.26,0.66,1.42,-1,-1,0.00
dag_eae8457ae2dc4266,lora_load_815e36d0,lora_load,4334923,4334923.00,541071829.82,541071831.24,543463665.85,1,8,4,5979.57,2391829,2391.829,5.980,1362256123,136225612,2598.30,0.77,1.42,-1,-1,0.00
dag_48b6c3481c5941c1,vae_encode_a05b41c9,vae_encode,4340649,4340649.00,543463665.85,543463667.27,543675262.89,1,13,14,528.98,211590,211.590,0.529,1338006806,133800680,2552.05,0.86,1.42,-1,-1,0.00
dag_d5634e0030e2449f,vae_encode_1c257ab0,vae_encode,4341934,4341934.00,543675262.89,543675264.31,543851069.92,1,6,0,439.51,175804,175.804,0.440,1450195957,145019595,2766.03,0.45,1.42,-1,-1,0.00
dag_a8ef91cd19b049f5,vae_encode_d34fd7ad,vae_encode,4342645,4342645.00,543851069.92,543851071.34,544098315.95,1,13,14,618.10,247239,247.239,0.618,1090889900,109088990,2080.71,0.91,1.42,-1,-1,0.00
dag_71b3693582af4772,lora_load_665df1c6,lora_load,4353574,4353574.00,544098315.95,544098317.38,545202541.99,1,6,0,2760.55,1104219,1104.219,2.761,770548244,77054824,1469.70,0.90,1.42,-1,-1,0.00
dag_014d66e474194aee,vae_encode_aadb28cb,vae_encode,4354170,4354170.00,545202541.99,545202543.41,545389068.02,1,9,6,466.31,186523,186.523,0.466,782922915,78292291,1493.31,0.71,1.42,-1,-1,0.00
dag_bd9c2ddb52264e9a,vae_encode_da4fb8cc,vae_encode,4357377,4357377.00,545389068.02,545389069.44,545595080.06,1,7,2,515.01,206005,206.005,0.515,1239262673,123926267,2363.71,0.70,1.42,-1,-1,0.00
dag_e5c09b3c56184e8e,vae_encode_c106afbd,vae_encode,4358713,4358713.00,545595080.06,545595081.48,545807754.10,1,7,2,531.67,212667,212.667,0.532,1245675431,124567543,2375.94,0.86,1.42,-1,-1,0.00
dag_3807ad33afa54862,vae_encode_b0583fac,vae_encode,4359256,4359256.00,545807754.10,545807755.52,545971556.14,1,9,6,409.49,163795,163.795,0.409,1296838688,129683868,2473.52,0.76,1.42,-1,-1,0.00
dag_cbb484d4043446c2,vae_encode_4af23a40,vae_encode,4359677,4359677.00,545971556.14,545971557.56,546099232.18,1,7,2,319.17,127669,127.669,0.319,936339887,93633988,1785.93,0.67,1.43,-1,-1,0.00
dag_01e10e7325a14210,vae_encode_9e9e1aa2,vae_encode,4378679,4378679.00,546099232.18,546099233.60,546319074.22,1,12,12,549.59,219835,219.835,0.550,586740273,58674027,1119.12,0.61,1.42,-1,-1,0.00
dag_d3ce76048ba54a99,vae_encode_ff28c39f,vae_encode,4379070,4379070.00,546319074.22,546319075.65,546455368.27,1,10,8,340.72,136287,136.287,0.341,1377974301,137797430,2628.28,0.91,1.43,-1,-1,0.00
dag_89064d543e2f4022,lora_load_161a097b,lora_load,4383967,4383967.00,546455368.27,546455369.69,548353503.31,1,10,8,4745.32,1898128,1898.128,4.745,1154461969,115446196,2201.96,0.57,1.43,-1,-1,0.00
dag_83a80b081f02451d,vae_encode_44f8db75,vae_encode,4403318,4403318.00,548353503.31,548353504.73,548508005.34,1,12,12,386.24,154495,154.495,0.386,1056069243,105606924,2014.29,0.47,1.42,-1,-1,0.00
dag_5734d644f5d6430d,unet_denoise_ea0e4992,unet_denoise,336113,4427949.29,548508005.34,548508006.77,548827232.38,1,7,2,798.05,319220,319.220,0.798,5025805285,502580528,9585.96,0.54,1.43,-1,-1,0.00
dag_4dcff9ee442a45ed,base_model_load_e7b98cf6,base_model_load,4436066,4436066.00,548827232.38,548827233.81,551347754.43,1,6,0,6301.29,2520515,2520.515,6.301,3252852982,325285298,6204.32,0.54,1.42,-1,-1,0.00
dag_d5f879d0374141df,lora_load_dbc8f31b,lora_load,4442945,4442945.00,551347754.43,551347755.85,553425207.47,1,11,10,5193.62,2077446,2077.446,5.194,583600340,58360034,1113.13,0.60,1.43,-1,-1,0.00
dag_8b63786d438046a8,vae_encode_7ff9c479,vae_encode,4445785,4445785.00,553425207.47,553425208.89,553632264.51,1,12,12,517.63,207050,207.050,0.518,1220748982,122074898,2328.39,0.87,1.42,-1,-1,0.00
dag_ba2f7737440d4723,vae_encode_ca11032e,vae_encode,4445938,4445938.00,553632264.51,553632334.72,553632994.36,2,1000,16,585.27,234108,234.108,0.585,1234716774,123471677,2355.04,0.90,70.21,-1,-1,0.00
dag_dba6e4c731df4333,vae_encode_8af918bc,vae_encode,4446272,4446272.00,553632994.36,553632995.78,553814834.40,1,11,10,454.58,181833,181.833,0.455,933190275,93319027,1779.92,0.64,1.42,-1,-1,0.00
dag_7306c52b32754546,vae_encode_81114181,vae_encode,4447800,4447800.00,553814834.40,553814835.82,554006704.44,1,6,0,479.66,191863,191.863,0.480,1056822357,105682235,2015.73,0.86,1.43,-1,-1,0.00
dag_f8223477463d405d,vae_encode_2ba2a231,vae_encode,4463584,4463584.00,555526353.87,555526355.29,555727199.90,1,11,10,502.10,200839,200.839,0.502,980496367,98049636,1870.15,0.53,1.42,-1,-1,0.00
dag_fb275d66755d45a4,lora_load_499659fc,lora_load,4465967,4465967.00,555727199.90,555727201.32,557271276.93,1,12,12,3860.18,1544070,1544.070,3.860,1160973201,116097320,2214.38,0.74,1.42,-1,-1,0.00
dag_8860c1075c494422,vae_encode_7d71374e,vae_encode,4467658,4467658.00,557271276.93,557271278.35,557445186.97,1,13,14,434.76,173903,173.903,0.435,1200029420,120002942,2288.87,0.65,1.42,-1,-1,0.00
dag_43c30e4a2b624e04,vae_encode_748799ca,vae_encode,4469161,4469161.00,557445186.97,557445188.39,557622011.01,1,12,12,442.04,176817,176.817,0.442,1231304799,123130479,2348.53,0.45,1.43,-1,-1,0.00
dag_eb3864f447e34339,vae_encode_b716005c,vae_encode,4471829,4471829.00,557622011.01,557622012.44,557887699.05,1,8,4,664.20,265681,265.681,0.664,874969313,87496931,1668.87,0.59,1.43,-1,-1,0.00
dag_e565062669564d7c,vae_encode_2ceceee4,vae_encode,4475844,4475844.00,557887699.05,557887700.48,558079439.10,1,10,8,479.34,191737,191.737,0.479,1051663476,105166347,2005.89,0.58,1.43,-1,-1,0.00
dag_be26edb791294273,vae_encode_4aa8bf6d,vae_encode,4479294,4479294.00,558079439.10,558079440.52,558278989.14,1,9,6,498.86,199543,199.543,0.499,924000214,92400021,1762.39,0.85,1.42,-1,-1,0.00
dag_24b6e1ae91724715,vae_encode_f7e5f98a,vae_encode,4481591,4481591.00,558278989.14,558278990.57,558344900.18,1,10,8,164.76,65904,65.904,0.165,1251125760,125112576,2386.33,0.84,1.43,-1,-1,0.00
dag_4b06742cfcd94cda,vae_encode_54bc2398,vae_encode,4483576,4483576.00,558344900.18,558344901.61,558506361.23,1,9,6,403.64,161454,161.454,0.404,924549900,92454990,1763.44,0.86,1.43,-1,-1,0.00
dag_43f13136532f4715,lora_load_cb635420,lora_load,4483878,4483878.00,558506361.23,558506362.65,560022721.27,1,8,4,3790.88,1516353,1516.353,3.791,1285270360,128527036,2451.46,0.72,1.42,-1,-1,0.00
dag_af9c9a23c1e24bf1,base_model_load_53477cec,base_model_load,4493886,4493886.00,560022721.27,560022722.69,572755628.30,1,10,8,31832.25,12732900,12732.900,31.832,3266729823,326672982,6230.79,0.91,1.42,-1,-1,0.00
dag_3098cd5aef684f2c,vae_encode_8d9759e5,vae_encode,4494337,4494337.00,572755628.30,572755698.44,572756172.19,2,1000,16,399.48,159790,159.790,0.399,1257028964,125702896,2397.59,0.45,70.14,-1,-1,0.00
dag_b5420ee206544a03,lora_load_d636b827,lora_load,4517920,4517920.00,572756172.19,572756173.61,575747292.22,1,7,2,7477.78,2991113,2991.113,7.478,1228071510,122807151,2342.36,0.64,1.42,-1,-1,0.00
dag_0efc596e47b149fd,vae_encode_f730b7c1,vae_encode,4524563,4524563.00,575747292.22,575747293.64,575922152.26,1,10,8,437.13,174853,174.853,0.437,768546210,76854621,1465.89,0.61,1.42,-1,-1,0.00
dag_f2c26bd591eb4e0e,vae_encode_84c36861,vae_encode,4525248,4525248.00,575922152.26,575922153.68,576199546.30,1,11,10,693.47,277387,277.387,0.693,1060076430,106007643,2021.94,0.52,1.43,-1,-1,0.00
dag_0db3b9fbd40b4248,vae_encode_c76d9a06,vae_encode,4533266,4533266.00,576199546.30,576199547.72,576410422.34,1,9,6,527.17,210869,210.869,0.527,667461833,66746183,1273.08,0.54,1.42,-1,-1,0.00
dag_5cf1e4680de94f05,base_model_load_656ec634,base_model_load,4537253,4537253.00,576410422.34,576410423.76,580554252.38,1,7,2,10359.56,4143823,4143.823,10.360,2537662264,253766226,4840.21,0.42,1.42,-1,-1,0.00
dag_6cd43ff9978147fa,lora_load_baa819ca,lora_load,4539174,4539174.00,580554252.38,580554253.80,581890393.41,1,12,12,3340.34,1336134,1336.134,3.340,581531324,58153132,1109.18,0.53,1.42,-1,-1,0.00
dag_79cd82e5f8484239,vae_encode_46ed4c4d,vae_encode,4539271,4539271.00,581890393.41,581890394.83,582070535.44,1,6,0,450.34,180135,180.135,0.450,1075571716,107557171,2051.49,0.93,1.42,-1,-1,0.00
dag_62cfadc2eb084a54,vae_encode_5a6dceed,vae_encode,4542463,4542463.00,582070535.44,582070536.86,582252475.48,1,7,2,454.83,181933,181.933,0.455,970547342,97054734,1851.17,0.90,1.42,-1,-1,0.00
dag_8038cdb7fa2e43c6,vae_encode_a33ab76e,vae_encode,4549376,4549376.00,582252475.48,582252545.62,582253146.41,2,1000,16,526.52,210608,210.608,0.527,1380331178,138033117,2632.77,0.64,70.14,-1,-1,0.00
dag_f05cb20ff00b41c1,vae_encode_0689cf22,vae_encode,4551299,4551299.00,582253146.41,582253147.84,582463134.46,1,9,6,524.95,209981,209.981,0.525,1109123335,110912333,2115.48,0.55,1.43,-1,-1,0.00
dag_f70e86b26eb64139,vae_encode_9e4c0cbd,vae_encode,4558469,4558469.00,582463134.46,582463135.88,582680290.49,1,10,8,542.87,217149,217.149,0.543,926789878,92678987,1767.71,0.42,1.42,-1,-1,0.00
dag_19dbb083475949eb,lora_load_4d568fee,lora_load,4561057,4561057.00,582680290.49,582680291.91,584644208.53,1,9,6,4909.78,1963911,1963.911,4.910,705503769,70550376,1345.64,0.69,1.42,-1,-1,0.00
dag_e70f3a700dfd488c,lora_load_ea5479ed,lora_load,4570852,4570852.00,584644208.53,584644209.96,587649820.57,1,6,0,7514.01,3005605,3005.605,7.514,750073006,75007300,1430.65,0.88,1.43,-1,-1,0.00
dag_267a0c291bda4c37,base_model_load_444742f1,base_model_load,4571684,4571684.00,587649820.57,587649890.57,587669256.54,2,1000,16,19291.88,7716753,7716.753,19.292,5590335259,559033525,10662.72,0.79,70.00,-1,-1,0.00
dag_3e441e88d3a64b49,vae_encode_b79df012,vae_encode,4586686,4586686.00,587669256.54,587669257.96,587915823.58,1,9,6,616.40,246560,246.560,0.616,1312339190,131233919,2503.09,0.80,1.42,-1,-1,0.00
dag_7a7005f06805418f,vae_encode_85fa73ab,vae_encode,4587428,4587428.00,587915823.58,587915825.00,588152942.61,1,12,12,592.78,237112,237.112,0.593,721534325,72153432,1376.22,0.50,1.42,-1,-1,0.00
dag_e422183692c64e1c,vae_encode_a839097f,vae_encode,4596136,4596136.00,588152942.61,588152944.04,588313716.65,1,12,12,401.92,160767,160.767,0.402,1304459535,130445953,2488.06,0.85,1.42,-1,-1,0.00
dag_31ae34d08ae84586,vae_encode_bc10326d,vae_encode,4607517,4607517.00,588313716.65,588313718.08,588511967.70,1,10,8,495.61,198244,198.244,0.496,1138998337,113899833,2172.47,0.83,1.42,-1,-1,0.00
dag_1dc4331ec5754d50,vae_encode_eddeddf3,vae_encode,4616249,4616249.00,588511967.70,588511969.12,588761967.74,1,6,0,624.98,249993,249.993,0.625,1035560516,103556051,1975.17,0.65,1.42,-1,-1,0.00
dag_7beba5622cd54ee8,vae_encode_e6149b26,vae_encode,4619062,4619062.00,588761967.74,588761969.15,588912412.76,1,13,14,376.10,150438,150.438,0.376,817779016,81777901,1559.79,0.55,1.42,-1,-1,0.00
dag_cf58f3d5110044d6,vae_encode_dd8fc784,vae_encode,4620191,4620191.00,588912412.76,588912414.19,589121674.81,1,12,12,523.15,209259,209.259,0.523,1138759769,113875976,2172.01,0.43,1.42,-1,-1,0.00
dag_2cb96d5bd4674855,vae_encode_09509955,vae_encode,4622751,4622751.00,589121674.81,589121676.23,589344106.85,1,6,0,556.06,222425,222.425,0.556,747400384,74740038,1425.55,0.55,1.43,-1,-1,0.00
dag_fd060bad84ad489e,vae_encode_2820a52e,vae_encode,4624966,4624966.00,589344106.85,589344108.27,589502311.89,1,9,6,395.51,158202,158.202,0.396,1410897659,141089765,2691.07,0.74,1.42,-1,-1,0.00
dag_3312976ebb84498f,vae_encode_f912e3ab,vae_encode,4627161,4627161.00,589502311.89,589502313.31,589731023.92,1,8,4,571.76,228705,228.705,0.572,771352737,77135273,1471.24,0.77,1.42,-1,-1,0.00
